combo_key,option,match_no,winner_slot,winner_group,third_group
BCDEFIJK,149,77,1I,I,F
BCDEFIJK,149,87,1K,K,I
BCDEFIJK,149,80,1L,L,K
BCDEFIJL,148,79,1A,A,C
BCDEFIJL,148,85,1B,B,J
BCDEFIJL,148,81,1D,D,B
BCDEFIJL,148,74,1E,E,D
BCDEFIJL,148,82,1G,G,E
BCDEFIJL,148,77,1I,I,F
BCDEFIJL,148,87,1K,K,L
BCDEFIJL,148,80,1L,L,I
BCDEFIKL,147,79,1A,A,C
BCDEFIKL,147,85,1B,B,E
BCDEFIKL,147,81,1D,D,B
BCDEFIKL,147,74,1E,E,D
BCDEFIKL,147,82,1G,G,I
BCDEFIKL,147,77,1I,I,F
BCDEFIKL,147,87,1K,K,L
BCDEFIKL,147,80,1L,L,K
BCDEFJKL,146,79,1A,A,C
BCDEFJKL,146,85,1B,B,J
BCDEFJKL,146,81,1D,D,B
BCDEFJKL,146,74,1E,E,D
BCDEFJKL,146,82,1G,G,E
BCDEFJKL,146,77,1I,I,F
BCDEFJKL,146,87,1K,K,L
BCDEFJKL,146,80,1L,L,K
BCDEGHIJ,145,79,1A,A,H
BCDEGHIJ,145,85,1B,B,G
BCDEGHIJ,145,81,1D,D,B
BCDEGHIJ,145,74,1E,E,C
BCDEGHIJ,145,82,1G,G,J
BCDEGHIJ,145,77,1I,I,D
BCDEGHIJ,145,87,1K,K,E
BCDEGHIJ,145,80,1L,L,I
BCDEGHIK,144,79,1A,A,E
BCDEGHIK,144,85,1B,B,G
BCDEGHIK,144,81,1D,D,B
BCDEGHIK,144,74,1E,E,C
BCDEGHIK,144,82,1G,G,H
BCDEGHIK,144,77,1I,I,D
BCDEGHIK,144,87,1K,K,I
BCDEGHIK,144,80,1L,L,K
BCDEGHIL,143,79,1A,A,E
BCDEGHIL,143,85,1B,B,G
BCDEGHIL,143,81,1D,D,B
BCDEGHIL,143,74,1E,E,C
BCDEGHIL,143,82,1G,G,H
BCDEGHIL,143,77,1I,I,D
BCDEGHIL,143,87,1K,K,L
BCDEGHIL,143,80,1L,L,I
BCDEGHJK,142,79,1A,A,H
BCDEGHJK,142,85,1B,B,G
BCDEGHJK,142,81,1D,D,B
BCDEGHJK,142,74,1E,E,C
BCDEGHJK,142,82,1G,G,J
BCDEGHJK,142,77,1I,I,D
BCDEGHJK,142,87,1K,K,E
BCDEGHJK,142,80,1L,L,K
BCDEGHJL,141,79,1A,A,H
BCDEGHJL,141,85,1B,B,G
BCDEGHJL,141,81,1D,D,B
BCDEGHJL,141,74,1E,E,C
BCDEGHJL,141,82,1G,G,J
BCDEGHJL,141,77,1I,I,D
BCDEGHJL,141,87,1K,K,L
BCDEGHJL,141,80,1L,L,E
BCDEGHKL,140,79,1A,A,E
BCDEGHKL,140,85,1B,B,G
BCDEGHKL,140,81,1D,D,B
BCDEGHKL,140,74,1E,E,C
BCDEGHKL,140,82,1G,G,H
BCDEGHKL,140,77,1I,I,D
BCDEGHKL,140,87,1K,K,L
BCDEGHKL,140,80,1L,L,K
BCDEGIJK,139,79,1A,A,E
BCDEGIJK,139,85,1B,B,G
BCDEGIJK,139,81,1D,D,B
BCDEGIJK,139,74,1E,E,C
BCDEGIJK,139,82,1G,G,J
BCDEGIJK,139,77,1I,I,D
BCDEGIJK,139,87,1K,K,I
BCDEGIJK,139,80,1L,L,K
BCDEGIJL,138,79,1A,A,E
BCDEGIJL,138,85,1B,B,G
BCDEGIJL,138,81,1D,D,B
BCDEGIJL,138,74,1E,E,C
BCDEGIJL,138,82,1G,G,J
BCDEGIJL,138,77,1I,I,D
BCDEGIJL,138,87,1K,K,L
BCDEGIJL,138,80,1L,L,I
BCDEGIKL,137,79,1A,A,E
BCDEGIKL,137,85,1B,B,G
BCDEGIKL,137,81,1D,D,B
BCDEGIKL,137,74,1E,E,C
BCDEGIKL,137,82,1G,G,I
BCDEGIKL,137,77,1I,I,D
BCDEGIKL,137,87,1K,K,L
BCDEGIKL,137,80,1L,L,K
BCDEGJKL,136,79,1A,A,E
BCDEGJKL,136,85,1B,B,G
BCDEGJKL,136,81,1D,D,B
BCDEGJKL,136,74,1E,E,C
BCDEGJKL,136,82,1G,G,J
BCDEGJKL,136,77,1I,I,D
BCDEGJKL,136,87,1K,K,L
BCDEGJKL,136,80,1L,L,K
BCDEHIJK,135,79,1A,A,E
BCDEHIJK,135,85,1B,B,J
BCDEHIJK,135,81,1D,D,B
BCDEHIJK,135,74,1E,E,C
BCDEHIJK,135,82,1G,G,H
BCDEHIJK,135,77,1I,I,D
BCDEHIJK,135,87,1K,K,I
BCDEHIJK,135,80,1L,L,K
BCDEHIJL,134,79,1A,A,E
BCDEHIJL,134,85,1B,B,J
BCDEHIJL,134,81,1D,D,B
BCDEHIJL,134,74,1E,E,C
BCDEHIJL,134,82,1G,G,H
BCDEHIJL,134,77,1I,I,D
BCDEHIJL,134,87,1K,K,L
BCDEHIJL,134,80,1L,L,I
BCDEHIKL,133,79,1A,A,E
BCDEHIKL,133,85,1B,B,I
BCDEHIKL,133,81,1D,D,B
BCDEHIKL,133,74,1E,E,C
BCDEHIKL,133,82,1G,G,H
BCDEHIKL,133,77,1I,I,D
BCDEHIKL,133,87,1K,K,L
BCDEHIKL,133,80,1L,L,K
BCDEHJKL,132,79,1A,A,E
BCDEHJKL,132,85,1B,B,J
BCDEHJKL,132,81,1D,D,B
BCDEHJKL,132,74,1E,E,C
BCDEHJKL,132,82,1G,G,H
BCDEHJKL,132,77,1I,I,D
BCDEHJKL,132,87,1K,K,L
BCDEHJKL,132,80,1L,L,K
BCDEIJKL,131,79,1A,A,E
BCDEIJKL,131,85,1B,B,J
BCDEIJKL,131,81,1D,D,B
BCDEIJKL,131,74,1E,E,C
BCDEIJKL,131,82,1G,G,I
BCDEIJKL,131,77,1I,I,D
BCDEIJKL,131,87,1K,K,L
BCDEIJKL,131,80,1L,L,K
BCDFGHIJ,130,79,1A,A,H
BCDFGHIJ,130,85,1B,B,G
BCDFGHIJ,130,81,1D,D,B
BCDFGHIJ,130,74,1E,E,C
BCDFGHIJ,130,82,1G,G,J
BCDFGHIJ,130,77,1I,I,F
BCDFGHIJ,130,87,1K,K,D
BCDFGHIJ,130,80,1L,L,I
BCDFGHIK,129,79,1A,A,C
BCDFGHIK,129,85,1B,B,G
BCDFGHIK,129,81,1D,D,B
BCDFGHIK,129,74,1E,E,D
BCDFGHIK,129,82,1G,G,H
BCDFGHIK,129,77,1I,I,F
BCDFGHIK,129,87,1K,K,I
BCDFGHIK,129,80,1L,L,K
BCDFGHIL,128,79,1A,A,C
BCDFGHIL,128,85,1B,B,G
BCDFGHIL,128,81,1D,D,B
BCDFGHIL,128,74,1E,E,D
BCDFGHIL,128,82,1G,G,H
BCDFGHIL,128,77,1I,I,F
BCDFGHIL,128,87,1K,K,L
BCDFGHIL,128,80,1L,L,I
BCDFGHJK,127,79,1A,A,H
BCDFGHJK,127,85,1B,B,G
BCDFGHJK,127,81,1D,D,B
BCDFGHJK,127,74,1E,E,C
BCDFGHJK,127,82,1G,G,J
BCDFGHJK,127,77,1I,I,F
BCDFGHJK,127,87,1K,K,D
BCDFGHJK,127,80,1L,L,K
BCDFGHJL,126,79,1A,A,C
BCDFGHJL,126,85,1B,B,G
BCDFGHJL,126,81,1D,D,B
BCDFGHJL,126,74,1E,E,D
BCDFGHJL,126,82,1G,G,H
BCDFGHJL,126,77,1I,I,F
BCDFGHJL,126,87,1K,K,L
BCDFGHJL,126,80,1L,L,J
BCDFGHKL,125,79,1A,A,C
BCDFGHKL,125,85,1B,B,G
BCDFGHKL,125,81,1D,D,B
BCDFGHKL,125,74,1E,E,D
BCDFGHKL,125,82,1G,G,H
BCDFGHKL,125,77,1I,I,F
BCDFGHKL,125,87,1K,K,L
BCDFGHKL,125,80,1L,L,K
BCDFGIJK,124,79,1A,A,C
BCDFGIJK,124,85,1B,B,G
BCDFGIJK,124,81,1D,D,B
BCDFGIJK,124,74,1E,E,D
BCDFGIJK,124,82,1G,G,J
BCDFGIJK,124,77,1I,I,F
BCDFGIJK,124,87,1K,K,I
BCDFGIJK,124,80,1L,L,K
BCDFGIJL,123,79,1A,A,C
BCDFGIJL,123,85,1B,B,G
BCDFGIJL,123,81,1D,D,B
BCDFGIJL,123,74,1E,E,D
BCDFGIJL,123,82,1G,G,J
BCDFGIJL,123,77,1I,I,F
BCDFGIJL,123,87,1K,K,L
BCDFGIJL,123,80,1L,L,I
BCDFGIKL,122,79,1A,A,C
BCDFGIKL,122,85,1B,B,G
BCDFGIKL,122,81,1D,D,B
BCDFGIKL,122,74,1E,E,D
BCDFGIKL,122,82,1G,G,I
BCDFGIKL,122,77,1I,I,F
BCDFGIKL,122,87,1K,K,L
BCDFGIKL,122,80,1L,L,K
BCDFGJKL,121,79,1A,A,C
BCDFGJKL,121,85,1B,B,G
BCDFGJKL,121,81,1D,D,B
BCDFGJKL,121,74,1E,E,D
BCDFGJKL,121,82,1G,G,J
BCDFGJKL,121,77,1I,I,F
BCDFGJKL,121,87,1K,K,L
BCDFGJKL,121,80,1L,L,K
BCDFHIJK,120,79,1A,A,C
BCDFHIJK,120,85,1B,B,J
BCDFHIJK,120,81,1D,D,B
BCDFHIJK,120,74,1E,E,D
BCDFHIJK,120,82,1G,G,H
BCDFHIJK,120,77,1I,I,F
BCDFHIJK,120,87,1K,K,I
BCDFHIJK,120,80,1L,L,K
BCDFHIJL,119,79,1A,A,C
BCDFHIJL,119,85,1B,B,J
BCDFHIJL,119,81,1D,D,B
BCDFHIJL,119,74,1E,E,D
BCDFHIJL,119,82,1G,G,H
BCDFHIJL,119,77,1I,I,F
BCDFHIJL,119,87,1K,K,L
BCDFHIJL,119,80,1L,L,I
BCDFHIKL,118,79,1A,A,C
BCDFHIKL,118,85,1B,B,I
BCDFHIKL,118,81,1D,D,B
BCDFHIKL,118,74,1E,E,D
BCDFHIKL,118,82,1G,G,H
BCDFHIKL,118,77,1I,I,F
BCDFHIKL,118,87,1K,K,L
BCDFHIKL,118,80,1L,L,K
BCDFHJKL,117,79,1A,A,C
BCDFHJKL,117,85,1B,B,J
BCDFHJKL,117,81,1D,D,B
BCDFHJKL,117,74,1E,E,D
BCDFHJKL,117,82,1G,G,H
BCDFHJKL,117,77,1I,I,F
BCDFHJKL,117,87,1K,K,L
BCDFHJKL,117,80,1L,L,K
BCDFIJKL,116,79,1A,A,C
BCDFIJKL,116,85,1B,B,J
BCDFIJKL,116,81,1D,D,B
BCDFIJKL,116,74,1E,E,D
BCDFIJKL,116,82,1G,G,I
BCDFIJKL,116,77,1I,I,F
BCDFIJKL,116,87,1K,K,L
BCDFIJKL,116,80,1L,L,K
BCDGHIJK,115,79,1A,A,H
BCDGHIJK,115,85,1B,B,G
BCDGHIJK,115,81,1D,D,B
BCDGHIJK,115,74,1E,E,C
BCDGHIJK,115,82,1G,G,J
BCDGHIJK,115,77,1I,I,D
BCDGHIJK,115,87,1K,K,I
BCDGHIJK,115,80,1L,L,K
BCDGHIJL,114,79,1A,A,H
BCDGHIJL,114,85,1B,B,G
BCDGHIJL,114,81,1D,D,B
BCDGHIJL,114,74,1E,E,C
BCDGHIJL,114,82,1G,G,J
BCDGHIJL,114,77,1I,I,D
BCDGHIJL,114,87,1K,K,L
BCDGHIJL,114,80,1L,L,I
BCDGHIKL,113,79,1A,A,H
BCDGHIKL,113,85,1B,B,G
BCDGHIKL,113,81,1D,D,B
BCDGHIKL,113,74,1E,E,C
BCDGHIKL,113,82,1G,G,I
BCDGHIKL,113,77,1I,I,D
BCDGHIKL,113,87,1K,K,L
BCDGHIKL,113,80,1L,L,K
BCDGHJKL,112,79,1A,A,H
BCDGHJKL,112,85,1B,B,G
BCDGHJKL,112,81,1D,D,B
BCDGHJKL,112,74,1E,E,C
BCDGHJKL,112,82,1G,G,J
BCDGHJKL,112,77,1I,I,D
BCDGHJKL,112,87,1K,K,L
BCDGHJKL,112,80,1L,L,K
BCDGIJKL,111,79,1A,A,I
BCDGIJKL,111,85,1B,B,G
BCDGIJKL,111,81,1D,D,B
BCDGIJKL,111,74,1E,E,C
BCDGIJKL,111,82,1G,G,J
BCDGIJKL,111,77,1I,I,D
BCDGIJKL,111,87,1K,K,L
BCDGIJKL,111,80,1L,L,K
BCDHIJKL,110,79,1A,A,H
BCDHIJKL,110,85,1B,B,J
BCDHIJKL,110,81,1D,D,B
BCDHIJKL,110,74,1E,E,C
BCDHIJKL,110,82,1G,G,I
BCDHIJKL,110,77,1I,I,D
BCDHIJKL,110,87,1K,K,L
BCDHIJKL,110,80,1L,L,K
BCEFGHIJ,109,79,1A,A,H
BCEFGHIJ,109,85,1B,B,G
BCEFGHIJ,109,81,1D,D,B
BCEFGHIJ,109,74,1E,E,C
BCEFGHIJ,109,82,1G,G,J
BCEFGHIJ,109,77,1I,I,F
BCEFGHIJ,109,87,1K,K,E
BCEFGHIJ,109,80,1L,L,I
BCEFGHIK,108,79,1A,A,E
BCEFGHIK,108,85,1B,B,G
BCEFGHIK,108,81,1D,D,B
BCEFGHIK,108,74,1E,E,C
BCEFGHIK,108,82,1G,G,H
BCEFGHIK,108,77,1I,I,F
BCEFGHIK,108,87,1K,K,I
BCEFGHIK,108,80,1L,L,K
BCEFGHIL,107,79,1A,A,E
BCEFGHIL,107,85,1B,B,G
BCEFGHIL,107,81,1D,D,B
BCEFGHIL,107,74,1E,E,C
BCEFGHIL,107,82,1G,G,H
BCEFGHIL,107,77,1I,I,F
BCEFGHIL,107,87,1K,K,L
BCEFGHIL,107,80,1L,L,I
BCEFGHJK,106,79,1A,A,H
BCEFGHJK,106,85,1B,B,G
BCEFGHJK,106,81,1D,D,B
BCEFGHJK,106,74,1E,E,C
BCEFGHJK,106,82,1G,G,J
BCEFGHJK,106,77,1I,I,F
BCEFGHJK,106,87,1K,K,E
BCEFGHJK,106,80,1L,L,K
BCEFGHJL,105,79,1A,A,H
BCEFGHJL,105,85,1B,B,G
BCEFGHJL,105,81,1D,D,B
BCEFGHJL,105,74,1E,E,C
BCEFGHJL,105,82,1G,G,J
BCEFGHJL,105,77,1I,I,F
BCEFGHJL,105,87,1K,K,L
BCEFGHJL,105,80,1L,L,E
BCEFGHKL,104,79,1A,A,E
BCEFGHKL,104,85,1B,B,G
BCEFGHKL,104,81,1D,D,B
BCEFGHKL,104,74,1E,E,C
BCEFGHKL,104,82,1G,G,H
BCEFGHKL,104,77,1I,I,F
BCEFGHKL,104,87,1K,K,L
BCEFGHKL,104,80,1L,L,K
BCEFGIJK,103,79,1A,A,E
BCEFGIJK,103,85,1B,B,G
BCEFGIJK,103,81,1D,D,B
BCEFGIJK,103,74,1E,E,C
BCEFGIJK,103,82,1G,G,J
BCEFGIJK,103,77,1I,I,F
BCEFGIJK,103,87,1K,K,I
BCEFGIJK,103,80,1L,L,K
BCEFGIJL,102,79,1A,A,E
BCEFGIJL,102,85,1B,B,G
BCEFGIJL,102,81,1D,D,B
BCEFGIJL,102,74,1E,E,C
BCEFGIJL,102,82,1G,G,J
BCEFGIJL,102,77,1I,I,F
BCEFGIJL,102,87,1K,K,L
BCEFGIJL,102,80,1L,L,I
BCEFGIKL,101,79,1A,A,E
BCEFGIKL,101,85,1B,B,G
BCEFGIKL,101,81,1D,D,B
BCEFGIKL,101,74,1E,E,C
BCEFGIKL,101,82,1G,G,I
BCEFGIKL,101,77,1I,I,F
BCEFGIKL,101,87,1K,K,L
BCEFGIKL,101,80,1L,L,K
BCEFGJKL,100,79,1A,A,E
BCEFGJKL,100,85,1B,B,G
BCEFGJKL,100,81,1D,D,B
BCEFGJKL,100,74,1E,E,C
BCEFGJKL,100,82,1G,G,J
BCEFGJKL,100,77,1I,I,F
BCEFGJKL,100,87,1K,K,L
BCEFGJKL,100,80,1L,L,K
BCEFHIJK,99,79,1A,A,E
BCEFHIJK,99,85,1B,B,J
BCEFHIJK,99,81,1D,D,B
BCEFHIJK,99,74,1E,E,C
BCEFHIJK,99,82,1G,G,H
BCEFHIJK,99,77,1I,I,F
BCEFHIJK,99,87,1K,K,I
BCEFHIJK,99,80,1L,L,K
BCEFHIJL,98,79,1A,A,E
BCEFHIJL,98,85,1B,B,J
BCEFHIJL,98,81,1D,D,B
BCEFHIJL,98,74,1E,E,C
BCEFHIJL,98,82,1G,G,H
BCEFHIJL,98,77,1I,I,F
BCEFHIJL,98,87,1K,K,L
BCEFHIJL,98,80,1L,L,I
BCEFHIKL,97,79,1A,A,E
BCEFHIKL,97,85,1B,B,I
BCEFHIKL,97,81,1D,D,B
BCEFHIKL,97,74,1E,E,C
BCEFHIKL,97,82,1G,G,H
BCEFHIKL,97,77,1I,I,F
BCEFHIKL,97,87,1K,K,L
BCEFHIKL,97,80,1L,L,K
BCEFHJKL,96,79,1A,A,E
BCEFHJKL,96,85,1B,B,J
BCEFHJKL,96,81,1D,D,B
BCEFHJKL,96,74,1E,E,C
BCEFHJKL,96,82,1G,G,H
BCEFHJKL,96,77,1I,I,F
BCEFHJKL,96,87,1K,K,L
BCEFHJKL,96,80,1L,L,K
BCEFIJKL,95,79,1A,A,E
BCEFIJKL,95,85,1B,B,J
BCEFIJKL,95,81,1D,D,B
BCEFIJKL,95,74,1E,E,C
BCEFIJKL,95,82,1G,G,I
BCEFIJKL,95,77,1I,I,F
BCEFIJKL,95,87,1K,K,L
BCEFIJKL,95,80,1L,L,K
BCEGHIJK,94,79,1A,A,E
BCEGHIJK,94,85,1B,B,J
BCEGHIJK,94,81,1D,D,B
BCEGHIJK,94,74,1E,E,C
BCEGHIJK,94,82,1G,G,H
BCEGHIJK,94,77,1I,I,G
BCEGHIJK,94,87,1K,K,I
BCEGHIJK,94,80,1L,L,K
BCEGHIJL,93,79,1A,A,E
BCEGHIJL,93,85,1B,B,J
BCEGHIJL,93,81,1D,D,B
BCEGHIJL,93,74,1E,E,C
BCEGHIJL,93,82,1G,G,H
BCEGHIJL,93,77,1I,I,G
BCEGHIJL,93,87,1K,K,L
BCEGHIJL,93,80,1L,L,I
BCEGHIKL,92,79,1A,A,E
BCEGHIKL,92,85,1B,B,G
BCEGHIKL,92,81,1D,D,B
BCEGHIKL,92,74,1E,E,C
BCEGHIKL,92,82,1G,G,I
BCEGHIKL,92,77,1I,I,H
BCEGHIKL,92,87,1K,K,L
BCEGHIKL,92,80,1L,L,K
BCEGHJKL,91,79,1A,A,E
BCEGHJKL,91,85,1B,B,J
BCEGHJKL,91,81,1D,D,B
BCEGHJKL,91,74,1E,E,C
BCEGHJKL,91,82,1G,G,H
BCEGHJKL,91,77,1I,I,G
BCEGHJKL,91,87,1K,K,L
BCEGHJKL,91,80,1L,L,K
BCEGIJKL,90,79,1A,A,E
BCEGIJKL,90,85,1B,B,J
BCEGIJKL,90,81,1D,D,B
BCEGIJKL,90,74,1E,E,C
BCEGIJKL,90,82,1G,G,I
BCEGIJKL,90,77,1I,I,G
BCEGIJKL,90,87,1K,K,L
BCEGIJKL,90,80,1L,L,K
BCEHIJKL,89,79,1A,A,E
BCEHIJKL,89,85,1B,B,J
BCEHIJKL,89,81,1D,D,B
BCEHIJKL,89,74,1E,E,C
BCEHIJKL,89,82,1G,G,I
BCEHIJKL,89,77,1I,I,H
BCEHIJKL,89,87,1K,K,L
BCEHIJKL,89,80,1L,L,K
BCFGHIJK,88,79,1A,A,H
BCFGHIJK,88,85,1B,B,G
BCFGHIJK,88,81,1D,D,B
BCFGHIJK,88,74,1E,E,C
BCFGHIJK,88,82,1G,G,J
BCFGHIJK,88,77,1I,I,F
BCFGHIJK,88,87,1K,K,I
BCFGHIJK,88,80,1L,L,K
BCFGHIJL,87,79,1A,A,H
BCFGHIJL,87,85,1B,B,G
BCFGHIJL,87,81,1D,D,B
BCFGHIJL,87,74,1E,E,C
BCFGHIJL,87,82,1G,G,J
BCFGHIJL,87,77,1I,I,F
BCFGHIJL,87,87,1K,K,L
BCFGHIJL,87,80,1L,L,I
BCFGHIKL,86,79,1A,A,H
BCFGHIKL,86,85,1B,B,G
BCFGHIKL,86,81,1D,D,B
BCFGHIKL,86,74,1E,E,C
BCFGHIKL,86,82,1G,G,I
BCFGHIKL,86,77,1I,I,F
BCFGHIKL,86,87,1K,K,L
BCFGHIKL,86,80,1L,L,K
BCFGHJKL,85,79,1A,A,H
BCFGHJKL,85,85,1B,B,G
BCFGHJKL,85,81,1D,D,B
BCFGHJKL,85,74,1E,E,C
BCFGHJKL,85,82,1G,G,J
BCFGHJKL,85,77,1I,I,F
BCFGHJKL,85,87,1K,K,L
BCFGHJKL,85,80,1L,L,K
BCFGIJKL,84,79,1A,A,I
BCFGIJKL,84,85,1B,B,G
BCFGIJKL,84,81,1D,D,B
BCFGIJKL,84,74,1E,E,C
BCFGIJKL,84,82,1G,G,J
BCFGIJKL,84,77,1I,I,F
BCFGIJKL,84,87,1K,K,L
BCFGIJKL,84,80,1L,L,K
BCFHIJKL,83,79,1A,A,H
BCFHIJKL,83,85,1B,B,J
BCFHIJKL,83,81,1D,D,B
BCFHIJKL,83,74,1E,E,C
BCFHIJKL,83,82,1G,G,I
BCFHIJKL,83,77,1I,I,F
BCFHIJKL,83,87,1K,K,L
BCFHIJKL,83,80,1L,L,K
BCGHIJKL,82,79,1A,A,H
BCGHIJKL,82,85,1B,B,J
BCGHIJKL,82,81,1D,D,B
BCGHIJKL,82,74,1E,E,C
BCGHIJKL,82,82,1G,G,I
BCGHIJKL,82,77,1I,I,G
BCGHIJKL,82,87,1K,K,L
BCGHIJKL,82,80,1L,L,K
BDEFGHIJ,81,79,1A,A,H
BDEFGHIJ,81,85,1B,B,G
BDEFGHIJ,81,81,1D,D,B
BDEFGHIJ,81,74,1E,E,D
BDEFGHIJ,81,82,1G,G,J
BDEFGHIJ,81,77,1I,I,F
BDEFGHIJ,81,87,1K,K,E
BDEFGHIJ,81,80,1L,L,I
BDEFGHIK,80,79,1A,A,E
BDEFGHIK,80,85,1B,B,G
BDEFGHIK,80,81,1D,D,B
BDEFGHIK,80,74,1E,E,D
BDEFGHIK,80,82,1G,G,H
BDEFGHIK,80,77,1I,I,F
BDEFGHIK,80,87,1K,K,I
BDEFGHIK,80,80,1L,L,K
BDEFGHIL,79,79,1A,A,E
BDEFGHIL,79,85,1B,B,G
BDEFGHIL,79,81,1D,D,B
BDEFGHIL,79,74,1E,E,D
BDEFGHIL,79,82,1G,G,H
BDEFGHIL,79,77,1I,I,F
BDEFGHIL,79,87,1K,K,L
BDEFGHIL,79,80,1L,L,I
BDEFGHJK,78,79,1A,A,H
BDEFGHJK,78,85,1B,B,G
BDEFGHJK,78,81,1D,D,B
BDEFGHJK,78,74,1E,E,D
BDEFGHJK,78,82,1G,G,J
BDEFGHJK,78,77,1I,I,F
BDEFGHJK,78,87,1K,K,E
BDEFGHJK,78,80,1L,L,K
BDEFGHJL,77,79,1A,A,H
BDEFGHJL,77,85,1B,B,G
BDEFGHJL,77,81,1D,D,B
BDEFGHJL,77,74,1E,E,D
BDEFGHJL,77,82,1G,G,J
BDEFGHJL,77,77,1I,I,F
BDEFGHJL,77,87,1K,K,L
BDEFGHJL,77,80,1L,L,E
BDEFGHKL,76,79,1A,A,E
BDEFGHKL,76,85,1B,B,G
BDEFGHKL,76,81,1D,D,B
BDEFGHKL,76,74,1E,E,D
BDEFGHKL,76,82,1G,G,H
BDEFGHKL,76,77,1I,I,F
BDEFGHKL,76,87,1K,K,L
BDEFGHKL,76,80,1L,L,K
BDEFGIJK,75,79,1A,A,E
BDEFGIJK,75,85,1B,B,G
BDEFGIJK,75,81,1D,D,B
BDEFGIJK,75,74,1E,E,D
BDEFGIJK,75,82,1G,G,J
BDEFGIJK,75,77,1I,I,F
BDEFGIJK,75,87,1K,K,I
BDEFGIJK,75,80,1L,L,K
BDEFGIJL,74,79,1A,A,E
BDEFGIJL,74,85,1B,B,G
BDEFGIJL,74,81,1D,D,B
BDEFGIJL,74,74,1E,E,D
BDEFGIJL,74,82,1G,G,J
BDEFGIJL,74,77,1I,I,F
BDEFGIJL,74,87,1K,K,L
BDEFGIJL,74,80,1L,L,I
BDEFGIKL,73,79,1A,A,E
BDEFGIKL,73,85,1B,B,G
BDEFGIKL,73,81,1D,D,B
BDEFGIKL,73,74,1E,E,D
BDEFGIKL,73,82,1G,G,I
BDEFGIKL,73,77,1I,I,F
BDEFGIKL,73,87,1K,K,L
BDEFGIKL,73,80,1L,L,K
BDEFGJKL,72,79,1A,A,E
BDEFGJKL,72,85,1B,B,G
BDEFGJKL,72,81,1D,D,B
BDEFGJKL,72,74,1E,E,D
BDEFGJKL,72,82,1G,G,J
BDEFGJKL,72,77,1I,I,F
BDEFGJKL,72,87,1K,K,L
BDEFGJKL,72,80,1L,L,K
BDEFHIJK,71,79,1A,A,E
BDEFHIJK,71,85,1B,B,J
BDEFHIJK,71,81,1D,D,B
BDEFHIJK,71,74,1E,E,D
BDEFHIJK,71,82,1G,G,H
BDEFHIJK,71,77,1I,I,F
BDEFHIJK,71,87,1K,K,I
BDEFHIJK,71,80,1L,L,K
BDEFHIJL,70,79,1A,A,E
BDEFHIJL,70,85,1B,B,J
BDEFHIJL,70,81,1D,D,B
BDEFHIJL,70,74,1E,E,D
BDEFHIJL,70,82,1G,G,H
BDEFHIJL,70,77,1I,I,F
BDEFHIJL,70,87,1K,K,L
BDEFHIJL,70,80,1L,L,I
BDEFHIKL,69,79,1A,A,E
BDEFHIKL,69,85,1B,B,I
BDEFHIKL,69,81,1D,D,B
BDEFHIKL,69,74,1E,E,D
BDEFHIKL,69,82,1G,G,H
BDEFHIKL,69,77,1I,I,F
BDEFHIKL,69,87,1K,K,L
BDEFHIKL,69,80,1L,L,K
BDEFHJKL,68,79,1A,A,E
BDEFHJKL,68,85,1B,B,J
BDEFHJKL,68,81,1D,D,B
BDEFHJKL,68,74,1E,E,D
BDEFHJKL,68,82,1G,G,H
BDEFHJKL,68,77,1I,I,F
BDEFHJKL,68,87,1K,K,L
BDEFHJKL,68,80,1L,L,K
BDEFIJKL,67,79,1A,A,E
BDEFIJKL,67,85,1B,B,J
BDEFIJKL,67,81,1D,D,B
BDEFIJKL,67,74,1E,E,D
BDEFIJKL,67,82,1G,G,I
BDEFIJKL,67,77,1I,I,F
BDEFIJKL,67,87,1K,K,L
BDEFIJKL,67,80,1L,L,K
BDEGHIJK,66,79,1A,A,E
BDEGHIJK,66,85,1B,B,J
BDEGHIJK,66,81,1D,D,B
BDEGHIJK,66,74,1E,E,D
BDEGHIJK,66,82,1G,G,H
BDEGHIJK,66,77,1I,I,G
BDEGHIJK,66,87,1K,K,I
BDEGHIJK,66,80,1L,L,K
BDEGHIJL,65,79,1A,A,E
BDEGHIJL,65,85,1B,B,J
BDEGHIJL,65,81,1D,D,B
BDEGHIJL,65,74,1E,E,D
BDEGHIJL,65,82,1G,G,H
BDEGHIJL,65,77,1I,I,G
BDEGHIJL,65,87,1K,K,L
BDEGHIJL,65,80,1L,L,I
BDEGHIKL,64,79,1A,A,E
BDEGHIKL,64,85,1B,B,G
BDEGHIKL,64,81,1D,D,B
BDEGHIKL,64,74,1E,E,D
BDEGHIKL,64,82,1G,G,I
BDEGHIKL,64,77,1I,I,H
BDEGHIKL,64,87,1K,K,L
BDEGHIKL,64,80,1L,L,K
BDEGHJKL,63,79,1A,A,E
BDEGHJKL,63,85,1B,B,J
BDEGHJKL,63,81,1D,D,B
BDEGHJKL,63,74,1E,E,D
BDEGHJKL,63,82,1G,G,H
BDEGHJKL,63,77,1I,I,G
BDEGHJKL,63,87,1K,K,L
BDEGHJKL,63,80,1L,L,K
BDEGIJKL,62,79,1A,A,E
BDEGIJKL,62,85,1B,B,J
BDEGIJKL,62,81,1D,D,B
BDEGIJKL,62,74,1E,E,D
BDEGIJKL,62,82,1G,G,I
BDEGIJKL,62,77,1I,I,G
