combo_key,option,match_no,winner_slot,winner_group,third_group
ABDFHIJL,323,77,1I,I,F
ABDFHIJL,323,87,1K,K,L
ABDFHIJL,323,80,1L,L,I
ABDFHIKL,322,79,1A,A,H
ABDFHIKL,322,85,1B,B,I
ABDFHIKL,322,81,1D,D,B
ABDFHIKL,322,74,1E,E,D
ABDFHIKL,322,82,1G,G,A
ABDFHIKL,322,77,1I,I,F
ABDFHIKL,322,87,1K,K,L
ABDFHIKL,322,80,1L,L,K
ABDFHJKL,321,79,1A,A,H
ABDFHJKL,321,85,1B,B,J
ABDFHJKL,321,81,1D,D,B
ABDFHJKL,321,74,1E,E,D
ABDFHJKL,321,82,1G,G,A
ABDFHJKL,321,77,1I,I,F
ABDFHJKL,321,87,1K,K,L
ABDFHJKL,321,80,1L,L,K
ABDFIJKL,320,79,1A,A,I
ABDFIJKL,320,85,1B,B,J
ABDFIJKL,320,81,1D,D,B
ABDFIJKL,320,74,1E,E,D
ABDFIJKL,320,82,1G,G,A
ABDFIJKL,320,77,1I,I,F
ABDFIJKL,320,87,1K,K,L
ABDFIJKL,320,80,1L,L,K
ABDGHIJK,319,79,1A,A,H
ABDGHIJK,319,85,1B,B,J
ABDGHIJK,319,81,1D,D,B
ABDGHIJK,319,74,1E,E,D
ABDGHIJK,319,82,1G,G,A
ABDGHIJK,319,77,1I,I,G
ABDGHIJK,319,87,1K,K,I
ABDGHIJK,319,80,1L,L,K
ABDGHIJL,318,79,1A,A,H
ABDGHIJL,318,85,1B,B,J
ABDGHIJL,318,81,1D,D,B
ABDGHIJL,318,74,1E,E,D
ABDGHIJL,318,82,1G,G,A
ABDGHIJL,318,77,1I,I,G
ABDGHIJL,318,87,1K,K,L
ABDGHIJL,318,80,1L,L,I
ABDGHIKL,317,79,1A,A,I
ABDGHIKL,317,85,1B,B,G
ABDGHIKL,317,81,1D,D,B
ABDGHIKL,317,74,1E,E,D
ABDGHIKL,317,82,1G,G,A
ABDGHIKL,317,77,1I,I,H
ABDGHIKL,317,87,1K,K,L
ABDGHIKL,317,80,1L,L,K
ABDGHJKL,316,79,1A,A,H
ABDGHJKL,316,85,1B,B,J
ABDGHJKL,316,81,1D,D,B
ABDGHJKL,316,74,1E,E,D
ABDGHJKL,316,82,1G,G,A
ABDGHJKL,316,77,1I,I,G
ABDGHJKL,316,87,1K,K,L
ABDGHJKL,316,80,1L,L,K
ABDGIJKL,315,79,1A,A,I
ABDGIJKL,315,85,1B,B,J
ABDGIJKL,315,81,1D,D,B
ABDGIJKL,315,74,1E,E,D
ABDGIJKL,315,82,1G,G,A
ABDGIJKL,315,77,1I,I,G
ABDGIJKL,315,87,1K,K,L
ABDGIJKL,315,80,1L,L,K
ABDHIJKL,314,79,1A,A,I
ABDHIJKL,314,85,1B,B,J
ABDHIJKL,314,81,1D,D,B
ABDHIJKL,314,74,1E,E,D
ABDHIJKL,314,82,1G,G,A
ABDHIJKL,314,77,1I,I,H
ABDHIJKL,314,87,1K,K,L
ABDHIJKL,314,80,1L,L,K
ABEFGHIJ,313,79,1A,A,H
ABEFGHIJ,313,85,1B,B,J
ABEFGHIJ,313,81,1D,D,B
ABEFGHIJ,313,74,1E,E,F
ABEFGHIJ,313,82,1G,G,A
ABEFGHIJ,313,77,1I,I,G
ABEFGHIJ,313,87,1K,K,E
ABEFGHIJ,313,80,1L,L,I
ABEFGHIK,312,79,1A,A,E
ABEFGHIK,312,85,1B,B,G
ABEFGHIK,312,81,1D,D,B
ABEFGHIK,312,74,1E,E,F
ABEFGHIK,312,82,1G,G,A
ABEFGHIK,312,77,1I,I,H
ABEFGHIK,312,87,1K,K,I
ABEFGHIK,312,80,1L,L,K
ABEFGHIL,311,79,1A,A,E
ABEFGHIL,311,85,1B,B,G
ABEFGHIL,311,81,1D,D,B
ABEFGHIL,311,74,1E,E,F
ABEFGHIL,311,82,1G,G,A
ABEFGHIL,311,77,1I,I,H
ABEFGHIL,311,87,1K,K,L
ABEFGHIL,311,80,1L,L,I
ABEFGHJK,310,79,1A,A,H
ABEFGHJK,310,85,1B,B,J
ABEFGHJK,310,81,1D,D,B
ABEFGHJK,310,74,1E,E,F
ABEFGHJK,310,82,1G,G,A
ABEFGHJK,310,77,1I,I,G
ABEFGHJK,310,87,1K,K,E
ABEFGHJK,310,80,1L,L,K
ABEFGHJL,309,79,1A,A,H
ABEFGHJL,309,85,1B,B,J
ABEFGHJL,309,81,1D,D,B
ABEFGHJL,309,74,1E,E,F
ABEFGHJL,309,82,1G,G,A
ABEFGHJL,309,77,1I,I,G
ABEFGHJL,309,87,1K,K,L
ABEFGHJL,309,80,1L,L,E
ABEFGHKL,308,79,1A,A,E
ABEFGHKL,308,85,1B,B,G
ABEFGHKL,308,81,1D,D,B
ABEFGHKL,308,74,1E,E,F
ABEFGHKL,308,82,1G,G,A
ABEFGHKL,308,77,1I,I,H
ABEFGHKL,308,87,1K,K,L
ABEFGHKL,308,80,1L,L,K
ABEFGIJK,307,79,1A,A,E
ABEFGIJK,307,85,1B,B,J
ABEFGIJK,307,81,1D,D,B
ABEFGIJK,307,74,1E,E,F
ABEFGIJK,307,82,1G,G,A
ABEFGIJK,307,77,1I,I,G
ABEFGIJK,307,87,1K,K,I
ABEFGIJK,307,80,1L,L,K
ABEFGIJL,306,79,1A,A,E
ABEFGIJL,306,85,1B,B,J
ABEFGIJL,306,81,1D,D,B
ABEFGIJL,306,74,1E,E,F
ABEFGIJL,306,82,1G,G,A
ABEFGIJL,306,77,1I,I,G
ABEFGIJL,306,87,1K,K,L
ABEFGIJL,306,80,1L,L,I
ABEFGIKL,305,79,1A,A,E
ABEFGIKL,305,85,1B,B,G
ABEFGIKL,305,81,1D,D,B
ABEFGIKL,305,74,1E,E,A
ABEFGIKL,305,82,1G,G,I
ABEFGIKL,305,77,1I,I,F
ABEFGIKL,305,87,1K,K,L
ABEFGIKL,305,80,1L,L,K
ABEFGJKL,304,79,1A,A,E
ABEFGJKL,304,85,1B,B,J
ABEFGJKL,304,81,1D,D,B
ABEFGJKL,304,74,1E,E,F
ABEFGJKL,304,82,1G,G,A
ABEFGJKL,304,77,1I,I,G
ABEFGJKL,304,87,1K,K,L
ABEFGJKL,304,80,1L,L,K
ABEFHIJK,303,79,1A,A,E
ABEFHIJK,303,85,1B,B,J
ABEFHIJK,303,81,1D,D,B
ABEFHIJK,303,74,1E,E,F
ABEFHIJK,303,82,1G,G,A
ABEFHIJK,303,77,1I,I,H
ABEFHIJK,303,87,1K,K,I
ABEFHIJK,303,80,1L,L,K
ABEFHIJL,302,79,1A,A,E
ABEFHIJL,302,85,1B,B,J
ABEFHIJL,302,81,1D,D,B
ABEFHIJL,302,74,1E,E,F
ABEFHIJL,302,82,1G,G,A
ABEFHIJL,302,77,1I,I,H
ABEFHIJL,302,87,1K,K,L
ABEFHIJL,302,80,1L,L,I
ABEFHIKL,301,79,1A,A,E
ABEFHIKL,301,85,1B,B,I
ABEFHIKL,301,81,1D,D,B
ABEFHIKL,301,74,1E,E,F
ABEFHIKL,301,82,1G,G,A
ABEFHIKL,301,77,1I,I,H
ABEFHIKL,301,87,1K,K,L
ABEFHIKL,301,80,1L,L,K
ABEFHJKL,300,79,1A,A,E
ABEFHJKL,300,85,1B,B,J
ABEFHJKL,300,81,1D,D,B
ABEFHJKL,300,74,1E,E,F
ABEFHJKL,300,82,1G,G,A
ABEFHJKL,300,77,1I,I,H
ABEFHJKL,300,87,1K,K,L
ABEFHJKL,300,80,1L,L,K
ABEFIJKL,299,79,1A,A,E
ABEFIJKL,299,85,1B,B,J
ABEFIJKL,299,81,1D,D,B
ABEFIJKL,299,74,1E,E,A
ABEFIJKL,299,82,1G,G,I
ABEFIJKL,299,77,1I,I,F
ABEFIJKL,299,87,1K,K,L
ABEFIJKL,299,80,1L,L,K
ABEGHIJK,298,79,1A,A,E
ABEGHIJK,298,85,1B,B,J
ABEGHIJK,298,81,1D,D,B
ABEGHIJK,298,74,1E,E,A
ABEGHIJK,298,82,1G,G,H
ABEGHIJK,298,77,1I,I,G
ABEGHIJK,298,87,1K,K,I
ABEGHIJK,298,80,1L,L,K
ABEGHIJL,297,79,1A,A,E
ABEGHIJL,297,85,1B,B,J
ABEGHIJL,297,81,1D,D,B
ABEGHIJL,297,74,1E,E,A
ABEGHIJL,297,82,1G,G,H
ABEGHIJL,297,77,1I,I,G
ABEGHIJL,297,87,1K,K,L
ABEGHIJL,297,80,1L,L,I
ABEGHIKL,296,79,1A,A,E
ABEGHIKL,296,85,1B,B,G
ABEGHIKL,296,81,1D,D,B
ABEGHIKL,296,74,1E,E,A
ABEGHIKL,296,82,1G,G,I
ABEGHIKL,296,77,1I,I,H
ABEGHIKL,296,87,1K,K,L
ABEGHIKL,296,80,1L,L,K
ABEGHJKL,295,79,1A,A,E
ABEGHJKL,295,85,1B,B,J
ABEGHJKL,295,81,1D,D,B
ABEGHJKL,295,74,1E,E,A
ABEGHJKL,295,82,1G,G,H
ABEGHJKL,295,77,1I,I,G
ABEGHJKL,295,87,1K,K,L
ABEGHJKL,295,80,1L,L,K
ABEGIJKL,294,79,1A,A,E
ABEGIJKL,294,85,1B,B,J
ABEGIJKL,294,81,1D,D,B
ABEGIJKL,294,74,1E,E,A
ABEGIJKL,294,82,1G,G,I
ABEGIJKL,294,77,1I,I,G
ABEGIJKL,294,87,1K,K,L
ABEGIJKL,294,80,1L,L,K
ABEHIJKL,293,79,1A,A,E
ABEHIJKL,293,85,1B,B,J
ABEHIJKL,293,81,1D,D,B
ABEHIJKL,293,74,1E,E,A
ABEHIJKL,293,82,1G,G,I
ABEHIJKL,293,77,1I,I,H
ABEHIJKL,293,87,1K,K,L
ABEHIJKL,293,80,1L,L,K
ABFGHIJK,292,79,1A,A,H
ABFGHIJK,292,85,1B,B,J
ABFGHIJK,292,81,1D,D,B
ABFGHIJK,292,74,1E,E,F
ABFGHIJK,292,82,1G,G,A
ABFGHIJK,292,77,1I,I,G
ABFGHIJK,292,87,1K,K,I
ABFGHIJK,292,80,1L,L,K
ABFGHIJL,291,79,1A,A,H
ABFGHIJL,291,85,1B,B,J
ABFGHIJL,291,81,1D,D,B
ABFGHIJL,291,74,1E,E,F
ABFGHIJL,291,82,1G,G,A
ABFGHIJL,291,77,1I,I,G
ABFGHIJL,291,87,1K,K,L
ABFGHIJL,291,80,1L,L,I
ABFGHIKL,290,79,1A,A,H
ABFGHIKL,290,85,1B,B,G
ABFGHIKL,290,81,1D,D,B
ABFGHIKL,290,74,1E,E,A
ABFGHIKL,290,82,1G,G,I
ABFGHIKL,290,77,1I,I,F
ABFGHIKL,290,87,1K,K,L
ABFGHIKL,290,80,1L,L,K
ABFGHJKL,289,79,1A,A,H
ABFGHJKL,289,85,1B,B,J
ABFGHJKL,289,81,1D,D,B
ABFGHJKL,289,74,1E,E,F
ABFGHJKL,289,82,1G,G,A
ABFGHJKL,289,77,1I,I,G
ABFGHJKL,289,87,1K,K,L
ABFGHJKL,289,80,1L,L,K
ABFGIJKL,288,79,1A,A,I
ABFGIJKL,288,85,1B,B,J
ABFGIJKL,288,81,1D,D,B
ABFGIJKL,288,74,1E,E,F
ABFGIJKL,288,82,1G,G,A
ABFGIJKL,288,77,1I,I,G
ABFGIJKL,288,87,1K,K,L
ABFGIJKL,288,80,1L,L,K
ABFHIJKL,287,79,1A,A,H
ABFHIJKL,287,85,1B,B,J
ABFHIJKL,287,81,1D,D,B
ABFHIJKL,287,74,1E,E,A
ABFHIJKL,287,82,1G,G,I
ABFHIJKL,287,77,1I,I,F
ABFHIJKL,287,87,1K,K,L
ABFHIJKL,287,80,1L,L,K
ABGHIJKL,286,79,1A,A,H
ABGHIJKL,286,85,1B,B,J
ABGHIJKL,286,81,1D,D,B
ABGHIJKL,286,74,1E,E,A
ABGHIJKL,286,82,1G,G,I
ABGHIJKL,286,77,1I,I,G
ABGHIJKL,286,87,1K,K,L
ABGHIJKL,286,80,1L,L,K
ACDEFGHI,285,79,1A,A,H
ACDEFGHI,285,85,1B,B,G
ACDEFGHI,285,81,1D,D,E
ACDEFGHI,285,74,1E,E,C
ACDEFGHI,285,82,1G,G,A
ACDEFGHI,285,77,1I,I,F
ACDEFGHI,285,87,1K,K,D
ACDEFGHI,285,80,1L,L,I
ACDEFGHJ,284,79,1A,A,H
ACDEFGHJ,284,85,1B,B,G
ACDEFGHJ,284,81,1D,D,J
ACDEFGHJ,284,74,1E,E,C
ACDEFGHJ,284,82,1G,G,A
ACDEFGHJ,284,77,1I,I,F
ACDEFGHJ,284,87,1K,K,D
ACDEFGHJ,284,80,1L,L,E
ACDEFGHK,283,79,1A,A,H
ACDEFGHK,283,85,1B,B,G
ACDEFGHK,283,81,1D,D,E
ACDEFGHK,283,74,1E,E,C
ACDEFGHK,283,82,1G,G,A
ACDEFGHK,283,77,1I,I,F
ACDEFGHK,283,87,1K,K,D
ACDEFGHK,283,80,1L,L,K
ACDEFGHL,282,79,1A,A,H
ACDEFGHL,282,85,1B,B,G
ACDEFGHL,282,81,1D,D,F
ACDEFGHL,282,74,1E,E,C
ACDEFGHL,282,82,1G,G,A
ACDEFGHL,282,77,1I,I,D
ACDEFGHL,282,87,1K,K,L
ACDEFGHL,282,80,1L,L,E
ACDEFGIJ,281,79,1A,A,C
ACDEFGIJ,281,85,1B,B,G
ACDEFGIJ,281,81,1D,D,J
ACDEFGIJ,281,74,1E,E,D
ACDEFGIJ,281,82,1G,G,A
ACDEFGIJ,281,77,1I,I,F
ACDEFGIJ,281,87,1K,K,E
ACDEFGIJ,281,80,1L,L,I
ACDEFGIK,280,79,1A,A,C
ACDEFGIK,280,85,1B,B,G
ACDEFGIK,280,81,1D,D,E
ACDEFGIK,280,74,1E,E,D
ACDEFGIK,280,82,1G,G,A
ACDEFGIK,280,77,1I,I,F
ACDEFGIK,280,87,1K,K,I
ACDEFGIK,280,80,1L,L,K
ACDEFGIL,279,79,1A,A,C
ACDEFGIL,279,85,1B,B,G
ACDEFGIL,279,81,1D,D,E
ACDEFGIL,279,74,1E,E,D
ACDEFGIL,279,82,1G,G,A
ACDEFGIL,279,77,1I,I,F
ACDEFGIL,279,87,1K,K,L
ACDEFGIL,279,80,1L,L,I
ACDEFGJK,278,79,1A,A,C
ACDEFGJK,278,85,1B,B,G
ACDEFGJK,278,81,1D,D,J
ACDEFGJK,278,74,1E,E,D
ACDEFGJK,278,82,1G,G,A
ACDEFGJK,278,77,1I,I,F
ACDEFGJK,278,87,1K,K,E
ACDEFGJK,278,80,1L,L,K
ACDEFGJL,277,79,1A,A,C
ACDEFGJL,277,85,1B,B,G
ACDEFGJL,277,81,1D,D,J
ACDEFGJL,277,74,1E,E,D
ACDEFGJL,277,82,1G,G,A
ACDEFGJL,277,77,1I,I,F
ACDEFGJL,277,87,1K,K,L
ACDEFGJL,277,80,1L,L,E
ACDEFGKL,276,79,1A,A,C
ACDEFGKL,276,85,1B,B,G
ACDEFGKL,276,81,1D,D,E
ACDEFGKL,276,74,1E,E,D
ACDEFGKL,276,82,1G,G,A
ACDEFGKL,276,77,1I,I,F
ACDEFGKL,276,87,1K,K,L
ACDEFGKL,276,80,1L,L,K
ACDEFHIJ,275,79,1A,A,H
ACDEFHIJ,275,85,1B,B,J
ACDEFHIJ,275,81,1D,D,E
ACDEFHIJ,275,74,1E,E,C
ACDEFHIJ,275,82,1G,G,A
ACDEFHIJ,275,77,1I,I,F
ACDEFHIJ,275,87,1K,K,D
ACDEFHIJ,275,80,1L,L,I
ACDEFHIK,274,79,1A,A,H
ACDEFHIK,274,85,1B,B,E
ACDEFHIK,274,81,1D,D,F
ACDEFHIK,274,74,1E,E,C
ACDEFHIK,274,82,1G,G,A
ACDEFHIK,274,77,1I,I,D
ACDEFHIK,274,87,1K,K,I
ACDEFHIK,274,80,1L,L,K
ACDEFHIL,273,79,1A,A,H
ACDEFHIL,273,85,1B,B,E
ACDEFHIL,273,81,1D,D,F
ACDEFHIL,273,74,1E,E,C
ACDEFHIL,273,82,1G,G,A
ACDEFHIL,273,77,1I,I,D
ACDEFHIL,273,87,1K,K,L
ACDEFHIL,273,80,1L,L,I
ACDEFHJK,272,79,1A,A,H
ACDEFHJK,272,85,1B,B,J
ACDEFHJK,272,81,1D,D,E
ACDEFHJK,272,74,1E,E,C
ACDEFHJK,272,82,1G,G,A
ACDEFHJK,272,77,1I,I,F
ACDEFHJK,272,87,1K,K,D
ACDEFHJK,272,80,1L,L,K
ACDEFHJL,271,79,1A,A,H
ACDEFHJL,271,85,1B,B,J
ACDEFHJL,271,81,1D,D,F
ACDEFHJL,271,74,1E,E,C
ACDEFHJL,271,82,1G,G,A
ACDEFHJL,271,77,1I,I,D
ACDEFHJL,271,87,1K,K,L
ACDEFHJL,271,80,1L,L,E
ACDEFHKL,270,79,1A,A,H
ACDEFHKL,270,85,1B,B,E
ACDEFHKL,270,81,1D,D,F
ACDEFHKL,270,74,1E,E,C
ACDEFHKL,270,82,1G,G,A
ACDEFHKL,270,77,1I,I,D
ACDEFHKL,270,87,1K,K,L
ACDEFHKL,270,80,1L,L,K
ACDEFIJK,269,79,1A,A,C
ACDEFIJK,269,85,1B,B,J
ACDEFIJK,269,81,1D,D,E
ACDEFIJK,269,74,1E,E,D
ACDEFIJK,269,82,1G,G,A
ACDEFIJK,269,77,1I,I,F
ACDEFIJK,269,87,1K,K,I
ACDEFIJK,269,80,1L,L,K
ACDEFIJL,268,79,1A,A,C
ACDEFIJL,268,85,1B,B,J
ACDEFIJL,268,81,1D,D,E
ACDEFIJL,268,74,1E,E,D
ACDEFIJL,268,82,1G,G,A
ACDEFIJL,268,77,1I,I,F
ACDEFIJL,268,87,1K,K,L
ACDEFIJL,268,80,1L,L,I
ACDEFIKL,267,79,1A,A,C
ACDEFIKL,267,85,1B,B,E
ACDEFIKL,267,81,1D,D,I
ACDEFIKL,267,74,1E,E,D
ACDEFIKL,267,82,1G,G,A
ACDEFIKL,267,77,1I,I,F
ACDEFIKL,267,87,1K,K,L
ACDEFIKL,267,80,1L,L,K
ACDEFJKL,266,79,1A,A,C
ACDEFJKL,266,85,1B,B,J
ACDEFJKL,266,81,1D,D,E
ACDEFJKL,266,74,1E,E,D
ACDEFJKL,266,82,1G,G,A
ACDEFJKL,266,77,1I,I,F
ACDEFJKL,266,87,1K,K,L
ACDEFJKL,266,80,1L,L,K
ACDEGHIJ,265,79,1A,A,H
ACDEGHIJ,265,85,1B,B,G
ACDEGHIJ,265,81,1D,D,J
ACDEGHIJ,265,74,1E,E,C
ACDEGHIJ,265,82,1G,G,A
ACDEGHIJ,265,77,1I,I,D
ACDEGHIJ,265,87,1K,K,E
ACDEGHIJ,265,80,1L,L,I
ACDEGHIK,264,79,1A,A,H
ACDEGHIK,264,85,1B,B,G
ACDEGHIK,264,81,1D,D,E
ACDEGHIK,264,74,1E,E,C
ACDEGHIK,264,82,1G,G,A
ACDEGHIK,264,77,1I,I,D
ACDEGHIK,264,87,1K,K,I
ACDEGHIK,264,80,1L,L,K
ACDEGHIL,263,79,1A,A,H
ACDEGHIL,263,85,1B,B,G
ACDEGHIL,263,81,1D,D,E
ACDEGHIL,263,74,1E,E,C
ACDEGHIL,263,82,1G,G,A
ACDEGHIL,263,77,1I,I,D
ACDEGHIL,263,87,1K,K,L
ACDEGHIL,263,80,1L,L,I
ACDEGHJK,262,79,1A,A,H
ACDEGHJK,262,85,1B,B,G
ACDEGHJK,262,81,1D,D,J
ACDEGHJK,262,74,1E,E,C
ACDEGHJK,262,82,1G,G,A
ACDEGHJK,262,77,1I,I,D
ACDEGHJK,262,87,1K,K,E
ACDEGHJK,262,80,1L,L,K
ACDEGHJL,261,79,1A,A,H
ACDEGHJL,261,85,1B,B,G
ACDEGHJL,261,81,1D,D,J
ACDEGHJL,261,74,1E,E,C
ACDEGHJL,261,82,1G,G,A
ACDEGHJL,261,77,1I,I,D
ACDEGHJL,261,87,1K,K,L
ACDEGHJL,261,80,1L,L,E
ACDEGHKL,260,79,1A,A,H
ACDEGHKL,260,85,1B,B,G
ACDEGHKL,260,81,1D,D,E
ACDEGHKL,260,74,1E,E,C
ACDEGHKL,260,82,1G,G,A
ACDEGHKL,260,77,1I,I,D
ACDEGHKL,260,87,1K,K,L
ACDEGHKL,260,80,1L,L,K
ACDEGIJK,259,79,1A,A,E
ACDEGIJK,259,85,1B,B,G
ACDEGIJK,259,81,1D,D,J
ACDEGIJK,259,74,1E,E,C
ACDEGIJK,259,82,1G,G,A
ACDEGIJK,259,77,1I,I,D
ACDEGIJK,259,87,1K,K,I
ACDEGIJK,259,80,1L,L,K
ACDEGIJL,258,79,1A,A,E
ACDEGIJL,258,85,1B,B,G
ACDEGIJL,258,81,1D,D,J
ACDEGIJL,258,74,1E,E,C
ACDEGIJL,258,82,1G,G,A
ACDEGIJL,258,77,1I,I,D
ACDEGIJL,258,87,1K,K,L
ACDEGIJL,258,80,1L,L,I
ACDEGIKL,257,79,1A,A,E
ACDEGIKL,257,85,1B,B,G
ACDEGIKL,257,81,1D,D,I
ACDEGIKL,257,74,1E,E,C
ACDEGIKL,257,82,1G,G,A
ACDEGIKL,257,77,1I,I,D
ACDEGIKL,257,87,1K,K,L
ACDEGIKL,257,80,1L,L,K
ACDEGJKL,256,79,1A,A,E
ACDEGJKL,256,85,1B,B,G
ACDEGJKL,256,81,1D,D,J
ACDEGJKL,256,74,1E,E,C
ACDEGJKL,256,82,1G,G,A
ACDEGJKL,256,77,1I,I,D
ACDEGJKL,256,87,1K,K,L
ACDEGJKL,256,80,1L,L,K
ACDEHIJK,255,79,1A,A,H
ACDEHIJK,255,85,1B,B,J
ACDEHIJK,255,81,1D,D,E
ACDEHIJK,255,74,1E,E,C
ACDEHIJK,255,82,1G,G,A
ACDEHIJK,255,77,1I,I,D
ACDEHIJK,255,87,1K,K,I
ACDEHIJK,255,80,1L,L,K
ACDEHIJL,254,79,1A,A,H
ACDEHIJL,254,85,1B,B,J
ACDEHIJL,254,81,1D,D,E
ACDEHIJL,254,74,1E,E,C
ACDEHIJL,254,82,1G,G,A
ACDEHIJL,254,77,1I,I,D
ACDEHIJL,254,87,1K,K,L
ACDEHIJL,254,80,1L,L,I
ACDEHIKL,253,79,1A,A,H
ACDEHIKL,253,85,1B,B,E
ACDEHIKL,253,81,1D,D,I
ACDEHIKL,253,74,1E,E,C
ACDEHIKL,253,82,1G,G,A
ACDEHIKL,253,77,1I,I,D
ACDEHIKL,253,87,1K,K,L
ACDEHIKL,253,80,1L,L,K
ACDEHJKL,252,79,1A,A,H
ACDEHJKL,252,85,1B,B,J
ACDEHJKL,252,81,1D,D,E
ACDEHJKL,252,74,1E,E,C
ACDEHJKL,252,82,1G,G,A
ACDEHJKL,252,77,1I,I,D
ACDEHJKL,252,87,1K,K,L
ACDEHJKL,252,80,1L,L,K
ACDEIJKL,251,79,1A,A,E
ACDEIJKL,251,85,1B,B,J
ACDEIJKL,251,81,1D,D,I
ACDEIJKL,251,74,1E,E,C
ACDEIJKL,251,82,1G,G,A
ACDEIJKL,251,77,1I,I,D
ACDEIJKL,251,87,1K,K,L
ACDEIJKL,251,80,1L,L,K
ACDFGHIJ,250,79,1A,A,H
ACDFGHIJ,250,85,1B,B,G
ACDFGHIJ,250,81,1D,D,J
ACDFGHIJ,250,74,1E,E,C
ACDFGHIJ,250,82,1G,G,A
ACDFGHIJ,250,77,1I,I,F
ACDFGHIJ,250,87,1K,K,D
ACDFGHIJ,250,80,1L,L,I
ACDFGHIK,249,79,1A,A,H
ACDFGHIK,249,85,1B,B,G
ACDFGHIK,249,81,1D,D,F
ACDFGHIK,249,74,1E,E,C
ACDFGHIK,249,82,1G,G,A
ACDFGHIK,249,77,1I,I,D
ACDFGHIK,249,87,1K,K,I
ACDFGHIK,249,80,1L,L,K
ACDFGHIL,248,79,1A,A,H
ACDFGHIL,248,85,1B,B,G
ACDFGHIL,248,81,1D,D,F
ACDFGHIL,248,74,1E,E,C
ACDFGHIL,248,82,1G,G,A
ACDFGHIL,248,77,1I,I,D
ACDFGHIL,248,87,1K,K,L
ACDFGHIL,248,80,1L,L,I
ACDFGHJK,247,79,1A,A,H
ACDFGHJK,247,85,1B,B,G
ACDFGHJK,247,81,1D,D,J
ACDFGHJK,247,74,1E,E,C
ACDFGHJK,247,82,1G,G,A
ACDFGHJK,247,77,1I,I,F
ACDFGHJK,247,87,1K,K,D
ACDFGHJK,247,80,1L,L,K
ACDFGHJL,246,79,1A,A,C
ACDFGHJL,246,85,1B,B,G
ACDFGHJL,246,81,1D,D,J
ACDFGHJL,246,74,1E,E,D
ACDFGHJL,246,82,1G,G,A
ACDFGHJL,246,77,1I,I,F
ACDFGHJL,246,87,1K,K,L
ACDFGHJL,246,80,1L,L,H
ACDFGHKL,245,79,1A,A,H
ACDFGHKL,245,85,1B,B,G
ACDFGHKL,245,81,1D,D,F
ACDFGHKL,245,74,1E,E,C
ACDFGHKL,245,82,1G,G,A
ACDFGHKL,245,77,1I,I,D
ACDFGHKL,245,87,1K,K,L
ACDFGHKL,245,80,1L,L,K
ACDFGIJK,244,79,1A,A,C
ACDFGIJK,244,85,1B,B,G
ACDFGIJK,244,81,1D,D,J
ACDFGIJK,244,74,1E,E,D
ACDFGIJK,244,82,1G,G,A
ACDFGIJK,244,77,1I,I,F
ACDFGIJK,244,87,1K,K,I
ACDFGIJK,244,80,1L,L,K
ACDFGIJL,243,79,1A,A,C
ACDFGIJL,243,85,1B,B,G
ACDFGIJL,243,81,1D,D,J
ACDFGIJL,243,74,1E,E,D
ACDFGIJL,243,82,1G,G,A
ACDFGIJL,243,77,1I,I,F
ACDFGIJL,243,87,1K,K,L
ACDFGIJL,243,80,1L,L,I
ACDFGIKL,242,79,1A,A,C
ACDFGIKL,242,85,1B,B,G
ACDFGIKL,242,81,1D,D,I
ACDFGIKL,242,74,1E,E,D
ACDFGIKL,242,82,1G,G,A
ACDFGIKL,242,77,1I,I,F
ACDFGIKL,242,87,1K,K,L
ACDFGIKL,242,80,1L,L,K
ACDFGJKL,241,79,1A,A,C
ACDFGJKL,241,85,1B,B,G
ACDFGJKL,241,81,1D,D,J
ACDFGJKL,241,74,1E,E,D
ACDFGJKL,241,82,1G,G,A
ACDFGJKL,241,77,1I,I,F
ACDFGJKL,241,87,1K,K,L
ACDFGJKL,241,80,1L,L,K
ACDFHIJK,240,79,1A,A,H
ACDFHIJK,240,85,1B,B,J
ACDFHIJK,240,81,1D,D,F
ACDFHIJK,240,74,1E,E,C
ACDFHIJK,240,82,1G,G,A
ACDFHIJK,240,77,1I,I,D
ACDFHIJK,240,87,1K,K,I
ACDFHIJK,240,80,1L,L,K
ACDFHIJL,239,79,1A,A,H
ACDFHIJL,239,85,1B,B,J
ACDFHIJL,239,81,1D,D,F
ACDFHIJL,239,74,1E,E,C
ACDFHIJL,239,82,1G,G,A
ACDFHIJL,239,77,1I,I,D
ACDFHIJL,239,87,1K,K,L
ACDFHIJL,239,80,1L,L,I
ACDFHIKL,238,79,1A,A,H
ACDFHIKL,238,85,1B,B,F
ACDFHIKL,238,81,1D,D,I
ACDFHIKL,238,74,1E,E,C
ACDFHIKL,238,82,1G,G,A
ACDFHIKL,238,77,1I,I,D
ACDFHIKL,238,87,1K,K,L
ACDFHIKL,238,80,1L,L,K
ACDFHJKL,237,79,1A,A,H
ACDFHJKL,237,85,1B,B,J
ACDFHJKL,237,81,1D,D,F
ACDFHJKL,237,74,1E,E,C
ACDFHJKL,237,82,1G,G,A
ACDFHJKL,237,77,1I,I,D
ACDFHJKL,237,87,1K,K,L
ACDFHJKL,237,80,1L,L,K
ACDFIJKL,236,79,1A,A,C
ACDFIJKL,236,85,1B,B,J
ACDFIJKL,236,81,1D,D,I
ACDFIJKL,236,74,1E,E,D
ACDFIJKL,236,82,1G,G,A
