rank,player_name,team,position_group,primary_position,minutes,vaep_raw,vaep_adj,vaep_raw_p90,vaep_adj_p90,vaep_adj_p90_shrunk,off_raw,def_raw
93,Kylian Mbappé Lottin,France,FWD,Left Wing,486,0.655665817175561,0.626471914427191,0.12141959577325204,0.11601331748651685,0.11431937021330679,0.6762651604279887,-0.02059934325242757
94,Amadou Onana,Belgium,MID,Left Defensive Midfield,385,0.5640020404562204,0.5174429706795207,0.13184463283392164,0.1209606944445633,0.11268354413031856,0.2959499352964591,0.26805210515976136
95,Theo Bernard François Hernández,France,DEF,Left Back,607,0.7135008416488818,0.7819749885317936,0.10579089909126749,0.11594357325842079,0.10932951360951101,0.30954315940834987,0.40395768224053197
96,Federico Chiesa,Italy,FWD,Right Wing,282,0.27302733961480286,0.32862647456852856,0.08713638498344772,0.10488078975591336,0.10800607661952957,0.2611459062450651,0.01188143336973772
97,Che Adams,Scotland,FWD,Center Forward,213,0.31458276806691027,0.23986255613895022,0.1329222963663001,0.10135037583335924,0.10689565555966515,0.08524234582319451,0.22934042224371573
98,Andreas Christensen,Denmark,DEF,Left Center Back,369,0.4571422428413758,0.4752799404216159,0.11149810801009165,0.115921936688199,0.10685356667546975,0.2521930628669155,0.2049491799744603
99,Dayotchanculle Upamecano,France,DEF,Right Center Back,607,0.6649937531027246,0.7541765046614229,0.09859874428211732,0.11182188701734441,0.10647676155895985,0.1825535250116483,0.4824402280910763
100,Jakub Piotr Kiwior,Poland,DEF,Left Center Back,288,0.345985137951432,0.3728002856691208,0.10812035560982249,0.11650008927160027,0.10583559171666777,0.2933048687007525,0.05268026925067943
101,Bruno Miguel Borges Fernandes,Portugal,MID,Center Attacking Midfield,390,0.49141311398884857,0.47114089481598775,0.1134030263051189,0.10872482188061255,0.10551596148127376,2.206430891542714,-1.715017777553866
102,Mykola Matvienko,Ukraine,DEF,Left Center Back,288,0.3808760504449061,0.3698069298788631,0.11902376576403315,0.1155646655871447,0.10535279239565845,0.12683936441270346,0.2540366860322026
103,Grant Campbell Hanley,Scotland,DEF,Center Back,250,0.4669032999301717,0.3238913873130551,0.1680851879748618,0.11660089943269983,0.10510472947279748,-0.33885438512935295,0.8057576850595247
104,Strahinja Pavlović,Serbia,DEF,Left Center Back,288,0.35033461997011667,0.3654463641266425,0.10947956874066145,0.11420198878957577,0.10464947533884868,0.43607163728122583,-0.08573701731110915
105,Kieran Trippier,England,DEF,Left Back,463,0.5814125301593143,0.5529183870678223,0.113017554458614,0.10747873614709288,0.10268334147855898,0.5615914694317266,0.019821060727587676
106,Josip Šutalo,Croatia,DEF,Right Center Back,295,0.3587002651008863,0.3557391172029634,0.10943397918332125,0.10853057812971766,0.10180664604592292,0.030885877911868087,0.3278143871890183
107,Joey Veerman,Netherlands,MID,Left Defensive Midfield,233,0.17942659132389935,0.2601373119433226,0.06930640866588386,0.10048222349742075,0.10069624675765569,0.1266356714343527,0.05279091988954665
108,Jasir Asani,Albania,FWD,Right Wing,214,0.18304091406897022,0.206665496357064,0.07697982367386598,0.08691539566418578,0.10050178978295146,0.10759426064887444,0.0754466534200958
109,Nuno Mendes,Portugal,DEF,Left Back,434,0.429509566843103,0.4932430926254774,0.08906880418405362,0.10228543395459208,0.09928425114200667,0.3815004026806777,0.048009164162425275
110,Marc Cucurella Saseta,Spain,DEF,Left Back,588,0.8325557941284899,0.6593576427875509,0.1274320093053811,0.10092208818176801,0.098888604100885,0.8976632426881521,-0.06510744855966215
111,Artem Dovbyk,Ukraine,FWD,Center Forward,259,0.27263981464070025,0.2372631217283463,0.09473970392920086,0.08244664461602767,0.09715813334284296,0.2463456852704199,0.026294129370280295
112,Anzor Mekvabishvili,Georgia,MID,Right Defensive Midfield,203,0.21519396269154753,0.19645985553126896,0.09540619035585851,0.08710042856066112,0.094966682964093,0.08658108244668729,0.12861288024486028
113,John Stones,England,DEF,Right Center Back,733,0.7439623377929958,0.7594562932297593,0.09134598963351927,0.09324838525331287,0.09357457712697714,0.6672690508468369,0.07669328694615887
114,Ivan Ilić,Serbia,MID,Right Defensive Midfield,214,0.197730245590658,0.1976304144632793,0.08315757992130476,0.08311559486773429,0.09302601517747297,0.061059125124237244,0.13667112046642077
115,Callum McGregor,Scotland,MID,Left Defensive Midfield,268,0.129629273339934,0.2525874268487801,0.04353221865893306,0.08482413588205301,0.09288238375574717,0.02634043259665513,0.10328884074327885
116,Jeremy Doku,Belgium,FWD,Left Wing,329,0.3583402547920838,0.270150248783927,0.09802620951759132,0.07390128386186454,0.09074539895386674,0.22426031490532952,0.1340799398867544
117,N'Golo Kanté,France,MID,Right Center Midfield,538,0.5143684576079955,0.501310807613462,0.08604676800133754,0.08386240276061632,0.08954929050669971,0.8147670898363755,-0.30039863222838
118,Kléper Laveran Lima Ferreira,Portugal,DEF,Left Center Back,423,0.4312761447257452,0.40543438417285194,0.09176088185654153,0.08626263493039403,0.08945646326585341,0.4505838132510985,-0.019307668525353292
119,Jan Vertonghen,Belgium,DEF,Left Center Back,285,0.27714157285675595,0.2597598641936366,0.08751839142844925,0.08202943079799051,0.08807679683803069,0.05852881384942376,0.21861275900733218
120,Nicușor Silviu Bancu,Romania,DEF,Left Back,288,0.28732972606035456,0.26246596027769586,0.08979053939386081,0.08202061258677995,0.08803973278256697,0.4923000835250333,-0.20497035746467893
121,Oleksandr Tymchyk,Ukraine,DEF,Right Back,215,0.18067145466155127,0.18317242417253102,0.07562991125367262,0.07667682872338508,0.08657680957362376,0.040029487296393274,0.140641967365158
122,Róbert Boženík,Slovakia,FWD,Center Forward,225,0.15536303942878524,0.14205163636953708,0.0621452157715141,0.056820654547814826,0.08652044213347694,0.1647416331732188,-0.009378593744433518
123,Fabian Lukas Schär,Switzerland,DEF,Right Center Back,509,0.4763259379665599,0.46271503877347225,0.08422266093711275,0.0818160186436395,0.08619844410435461,0.707319020652643,-0.2309930826860831
124,Giorgi Chakvetadze,Georgia,MID,Right Center Midfield,253,0.2810273934857201,0.19825619132020056,0.09997021902654074,0.07052591786094091,0.0861967710573993,0.20072056466402846,0.08030682882169166
125,Virgil van Dijk,Netherlands,DEF,Left Center Back,584,0.8533696844276585,0.533733832943239,0.13151245136727616,0.08225350165221149,0.08611273938240194,0.6331158162742406,0.22025386815341788
126,Georgiy Sudakov,Ukraine,MID,Center Attacking Midfield,276,0.23232256773875398,0.21632233445161153,0.07575735904524587,0.07053989166900376,0.08554370722499417,0.19389353256695752,0.03842903517179648
127,Jan Bednarek,Poland,DEF,Right Center Back,288,0.22613097942407315,0.2416025658910414,0.07066593107002285,0.07550080184095044,0.08467466917181625,0.00563821541605322,0.22049276400801993
128,Christian Dannemann Eriksen,Denmark,MID,Left Attacking Midfield,364,0.4647625188453113,0.29056127355586514,0.11491380960460994,0.07184207313194467,0.0842087833820657,0.7626961080545436,-0.29793358920923213
129,Aymeric Laporte,Spain,DEF,Left Center Back,564,0.6542301974683147,0.49334060143703845,0.10439843576622043,0.07872456405910187,0.08381881126740191,0.805327965371248,-0.15109776790293325
130,Illia Zabarnyi,Ukraine,DEF,Right Center Back,288,0.22888840144447148,0.23049933796616426,0.07152762545139733,0.07203104311442633,0.08288382595812638,0.42113292842474176,-0.1922445269802703
131,Billy Gilmour,Scotland,MID,Right Defensive Midfield,191,0.11715863854267139,0.11992242429084525,0.055205641198117404,0.056507948618722895,0.08249646904637278,0.11160785949604182,0.005550779046629576
132,Silvan Widmer,Switzerland,DEF,Right Wing Back,312,0.28853254125701483,0.2406567680301339,0.08323054074721582,0.069420221547154,0.08103667283572472,0.16963253305905424,0.11890000819796058
133,Barış Alper Yılmaz,Turkey,FWD,Center Forward,487,0.46226569417772523,0.34340463607567384,0.08542897839013402,0.06346286908996025,0.08051438418708506,0.46135991906703966,0.0009057751106856008
134,Maximilian Wöber,Austria,DEF,Left Center Back,190,0.11234373817419484,0.12812132642867702,0.053215454924618606,0.06068904936095228,0.08051120401361014,0.09184451865686688,0.020499219517327964
135,Kevin De Bruyne,Belgium,MID,Center Attacking Midfield,385,0.31091725717878377,0.27161290023972845,0.07268195622361179,0.0634939247313651,0.07890536651263716,0.2013907258044579,0.10952653137432591
136,José Ignacio Fernández Iglesias,Spain,DEF,Left Center Back,294,0.07199628983467313,0.20334732863636162,0.02203968056163463,0.06224918223562091,0.07766931568253951,0.20489799815395537,-0.13290170831928225
137,Wout Faes,Belgium,DEF,Right Center Back,385,0.33813018404125167,0.2809457507904394,0.07904341964600689,0.0656756300549079,0.0775409954791134,0.23479654018060614,0.10333364386064556
138,Lorenzo Pellegrini,Italy,FWD,Left Wing,225,-0.09297131078098574,0.08773855917781904,-0.03718852431239429,0.03509542367112762,0.0766453371895282,-0.15192115544063783,0.05894984465965212
139,Luka Lochoshvili,Georgia,DEF,Left Wing Back,186,0.013417309915180257,0.10124115448409896,0.006492246733151737,0.04898765539553176,0.07591214555098386,0.05027922586256991,-0.03686191594738963
140,Lasha Dvali,Georgia,DEF,Left Center Back,389,0.15351039842576716,0.2666596152493056,0.03551654462292814,0.061695026664363765,0.07511927138105803,-0.0866193614158517,0.24012975984161888
141,Stanislav Lobotka,Slovakia,MID,Center Defensive Midfield,425,0.2989180700094842,0.27542797671233255,0.06330029717847901,0.058325924480258654,0.07485808913426145,0.025962633175920135,0.27295543683356416
142,William Saliba,France,DEF,Left Center Back,607,0.422212856407888,0.43983879060129794,0.06260157673263579,0.06521497718964878,0.07421861530421499,-0.014649228578649212,0.4368620849865373
143,Marko Arnautović,Austria,FWD,Center Forward,297,0.07705200565429962,0.13330657140370905,0.023349092622515038,0.04039593072839668,0.07414561377274526,0.04024607251772012,0.03680593313657946
144,Robin Aime Robert Le Normand,Spain,DEF,Right Center Back,468,0.299483998778152,0.32097427601253464,0.057593076688106155,0.06172582231010281,0.07370178768131146,0.21915900871669264,0.0803249900614594
145,Orkun Kökçü,Turkey,MID,Center Attacking Midfield,237,0.03830204741286646,0.108575060194292,0.014545081296025237,0.041231035516819746,0.07299725732088376,0.19190254910136362,-0.15360050168849712
146,Ylber Ramadani,Albania,MID,Right Defensive Midfield,277,0.003636723996410518,0.13947334590894558,0.0011816070746460167,0.04531624957330362,0.07274306247898882,-0.03706199095001433,0.04069871494642485
147,Kyle Walker,England,DEF,Right Back,733,0.5763758903086103,0.5262275575631795,0.07076920890555924,0.06461184199275055,0.07264677432538971,0.4892392580068359,0.08713663230177432
